 ROC-integ, Separation, Significance, Variables
 0.695,0.132,0.382, dEtaJJ_dEtaJJMin, ptSumOther_dRJJMax
 0.695,0.134,0.384, dEtaJJ_dEtaJJMin, ptSumOther_ptJJMin
 0.709,0.147,0.393, dEtaJJ_dEtaJJMin, ptSumOther_mJJMin
 0.708,0.145,0.393, dEtaJJ_dEtaJJMin, ptSumOther_pJJMax
 0.702,0.141,0.389, dEtaJJ_dEtaJJMin, ptSumOther_pzJJMin
 0.702,0.141,0.389, dEtaJJ_dEtaJJMin, ptSumOther_pzOtherMax
 0.698,0.136,0.390, dEtaJJ_dEtaJJMin, ptSumOther_pJJMin
 0.708,0.146,0.385, dEtaJJ_dEtaJJMin, ptSumOther_mOtherMin
 0.699,0.136,0.376, dEtaJJ_dEtaJJMin, ptSumOther_etaOtherMax
 0.696,0.139,0.382, dEtaJJ_dEtaJJMin, mOther_dEtaJJMax
 0.695,0.135,0.380, dEtaJJ_dEtaJJMin, ptSumOther_ptOtherMin
 0.701,0.133,0.383, dEtaJJ_dEtaJJMin, ptSumOther_dRJJMin
 0.710,0.152,0.403, dEtaJJ_dEtaJJMin, ptLeadOther_sumPtJJMax
 0.710,0.152,0.403, dEtaJJ_dEtaJJMin, ptLeadOther_ptSumOtherMin
 0.710,0.152,0.403, dEtaJJ_dEtaJJMin, ptLeadOther_ptLeadOtherMin
 0.704,0.142,0.395, dEtaJJ_dEtaJJMin, sumPtJJ_ptLeadOtherMax
 0.707,0.143,0.385, dEtaJJ_dEtaJJMin, ptSumOther_mJJMax
 0.689,0.125,0.370, dEtaJJ_dEtaJJMin, mOther_dRJJMax
 0.704,0.144,0.391, dEtaJJ_dEtaJJMin, ptSumOther_pOtherMax
 0.671,0.113,0.374, dEtaJJ_dEtaJJMin, min_dr_jets
 0.671,0.113,0.374, dEtaJJ_dEtaJJMin, dRJJ_dRJJMin
 0.699,0.137,0.425, dEtaJJ_dEtaJJMin, numHiggsLike_dijet_15_float
 0.698,0.130,0.382, dEtaJJ_dEtaJJMin, ptSumOther_ptLeadOtherMax
 0.691,0.130,0.378, dEtaJJ_dEtaJJMin, ptSumOther_ptAsymJJMin
 0.657,0.117,0.389, dEtaJJ_dEtaJJMin, higgsLike_dijet_mass
 0.693,0.134,0.428, dEtaJJ_dEtaJJMin, dRJJ_ptJJMax
 0.676,0.109,0.318, ptSumOther_etaJJMax, ptSumOther_dEtaJJMin
 0.681,0.117,0.319, ptSumOther_etaJJMax, ptSumOther_ptJJMax
 0.710,0.139,0.414, ptSumOther_etaJJMax, higgsLike_dijet_mass2
 0.684,0.116,0.331, ptSumOther_etaJJMax, ptSumOther_etaJJMin
 0.674,0.103,0.306, ptSumOther_etaJJMax, ptSumOther_dPhiJJMin
 0.672,0.102,0.305, ptSumOther_etaJJMax, ptSumOther_dRJJMax
 0.671,0.109,0.311, ptSumOther_etaJJMax, ptSumOther_ptJJMin
 0.677,0.115,0.315, ptSumOther_etaJJMax, ptSumOther_mJJMin
 0.676,0.112,0.312, ptSumOther_etaJJMax, ptSumOther_pJJMax
 0.677,0.110,0.323, ptSumOther_etaJJMax, ptSumOther_pzJJMin
 0.677,0.110,0.323, ptSumOther_etaJJMax, ptSumOther_pzOtherMax
 0.670,0.111,0.313, ptSumOther_etaJJMax, ptSumOther_pJJMin
 0.674,0.111,0.302, ptSumOther_etaJJMax, ptSumOther_mOtherMin
 0.676,0.105,0.313, ptSumOther_etaJJMax, ptSumOther_etaOtherMax
 0.681,0.118,0.322, ptSumOther_etaJJMax, mOther_dEtaJJMax
 0.673,0.106,0.314, ptSumOther_etaJJMax, ptSumOther_ptOtherMin
 0.676,0.109,0.309, ptSumOther_etaJJMax, ptSumOther_dRJJMin
 0.690,0.129,0.356, ptSumOther_etaJJMax, ptLeadOther_sumPtJJMax
 0.690,0.129,0.356, ptSumOther_etaJJMax, ptLeadOther_ptSumOtherMin
 0.690,0.129,0.356, ptSumOther_etaJJMax, ptLeadOther_ptLeadOtherMin
 0.691,0.129,0.345, ptSumOther_etaJJMax, sumPtJJ_ptLeadOtherMax
 0.674,0.104,0.294, ptSumOther_etaJJMax, ptSumOther_mJJMax
 0.682,0.118,0.321, ptSumOther_etaJJMax, mOther_dRJJMax
 0.675,0.106,0.315, ptSumOther_etaJJMax, ptSumOther_pOtherMax
 0.701,0.134,0.391, ptSumOther_etaJJMax, min_dr_jets
 0.701,0.134,0.391, ptSumOther_etaJJMax, dRJJ_dRJJMin
 0.715,0.150,0.436, ptSumOther_etaJJMax, numHiggsLike_dijet_15_float
 0.671,0.109,0.304, ptSumOther_etaJJMax, ptSumOther_ptLeadOtherMax
 0.667,0.110,0.312, ptSumOther_etaJJMax, ptSumOther_ptAsymJJMin
 0.696,0.131,0.395, ptSumOther_etaJJMax, higgsLike_dijet_mass
 0.718,0.149,0.453, ptSumOther_etaJJMax, dRJJ_ptJJMax
 0.683,0.119,0.323, ptSumOther_dEtaJJMin, ptSumOther_ptJJMax
 0.708,0.142,0.409, ptSumOther_dEtaJJMin, higgsLike_dijet_mass2
 0.677,0.118,0.317, ptSumOther_dEtaJJMin, ptSumOther_etaJJMin
 0.674,0.109,0.313, ptSumOther_dEtaJJMin, ptSumOther_dPhiJJMin
 0.676,0.118,0.314, ptSumOther_dEtaJJMin, ptSumOther_dRJJMax
 0.671,0.109,0.316, ptSumOther_dEtaJJMin, ptSumOther_ptJJMin
 0.671,0.107,0.310, ptSumOther_dEtaJJMin, ptSumOther_mJJMin
 0.674,0.108,0.312, ptSumOther_dEtaJJMin, ptSumOther_pJJMax
 0.667,0.102,0.308, ptSumOther_dEtaJJMin, ptSumOther_pzJJMin
 0.667,0.102,0.308, ptSumOther_dEtaJJMin, ptSumOther_pzOtherMax
 0.670,0.106,0.318, ptSumOther_dEtaJJMin, ptSumOther_pJJMin
 0.677,0.111,0.311, ptSumOther_dEtaJJMin, ptSumOther_mOtherMin
 0.672,0.102,0.305, ptSumOther_dEtaJJMin, ptSumOther_etaOtherMax
 0.684,0.111,0.327, ptSumOther_dEtaJJMin, mOther_dEtaJJMax
 0.668,0.108,0.312, ptSumOther_dEtaJJMin, ptSumOther_ptOtherMin
 0.671,0.104,0.309, ptSumOther_dEtaJJMin, ptSumOther_dRJJMin
 0.691,0.133,0.357, ptSumOther_dEtaJJMin, ptLeadOther_sumPtJJMax
 0.691,0.133,0.357, ptSumOther_dEtaJJMin, ptLeadOther_ptSumOtherMin
 0.691,0.133,0.357, ptSumOther_dEtaJJMin, ptLeadOther_ptLeadOtherMin
 0.690,0.129,0.342, ptSumOther_dEtaJJMin, sumPtJJ_ptLeadOtherMax
 0.677,0.109,0.303, ptSumOther_dEtaJJMin, ptSumOther_mJJMax
 0.682,0.112,0.326, ptSumOther_dEtaJJMin, mOther_dRJJMax
 0.670,0.109,0.310, ptSumOther_dEtaJJMin, ptSumOther_pOtherMax
 0.696,0.127,0.381, ptSumOther_dEtaJJMin, min_dr_jets
 0.696,0.127,0.381, ptSumOther_dEtaJJMin, dRJJ_dRJJMin
 0.716,0.155,0.438, ptSumOther_dEtaJJMin, numHiggsLike_dijet_15_float
 0.664,0.105,0.299, ptSumOther_dEtaJJMin, ptSumOther_ptLeadOtherMax
 0.665,0.105,0.313, ptSumOther_dEtaJJMin, ptSumOther_ptAsymJJMin
 0.697,0.130,0.397, ptSumOther_dEtaJJMin, higgsLike_dijet_mass
 0.723,0.162,0.460, ptSumOther_dEtaJJMin, dRJJ_ptJJMax
 0.714,0.149,0.414, ptSumOther_ptJJMax, higgsLike_dijet_mass2
 0.676,0.107,0.306, ptSumOther_ptJJMax, ptSumOther_etaJJMin
 0.675,0.104,0.304, ptSumOther_ptJJMax, ptSumOther_dPhiJJMin
 0.674,0.105,0.302, ptSumOther_ptJJMax, ptSumOther_dRJJMax
 0.681,0.111,0.318, ptSumOther_ptJJMax, ptSumOther_ptJJMin
 0.679,0.121,0.309, ptSumOther_ptJJMax, ptSumOther_mJJMin
 0.681,0.112,0.311, ptSumOther_ptJJMax, ptSumOther_pJJMax
 0.676,0.102,0.305, ptSumOther_ptJJMax, ptSumOther_pzJJMin
 0.676,0.102,0.305, ptSumOther_ptJJMax, ptSumOther_pzOtherMax
 0.681,0.113,0.321, ptSumOther_ptJJMax, ptSumOther_pJJMin
 0.675,0.105,0.298, ptSumOther_ptJJMax, ptSumOther_mOtherMin
 0.676,0.107,0.305, ptSumOther_ptJJMax, ptSumOther_etaOtherMax
 0.684,0.116,0.312, ptSumOther_ptJJMax, mOther_dEtaJJMax
 0.678,0.110,0.316, ptSumOther_ptJJMax, ptSumOther_ptOtherMin
 0.683,0.112,0.309, ptSumOther_ptJJMax, ptSumOther_dRJJMin
 0.694,0.126,0.343, ptSumOther_ptJJMax, ptLeadOther_sumPtJJMax
 0.694,0.126,0.343, ptSumOther_ptJJMax, ptLeadOther_ptSumOtherMin
 0.694,0.126,0.343, ptSumOther_ptJJMax, ptLeadOther_ptLeadOtherMin
 0.687,0.119,0.317, ptSumOther_ptJJMax, sumPtJJ_ptLeadOtherMax
 0.676,0.102,0.291, ptSumOther_ptJJMax, ptSumOther_mJJMax
 0.686,0.109,0.321, ptSumOther_ptJJMax, mOther_dRJJMax
 0.683,0.117,0.314, ptSumOther_ptJJMax, ptSumOther_pOtherMax
 0.702,0.134,0.386, ptSumOther_ptJJMax, min_dr_jets
 0.702,0.134,0.386, ptSumOther_ptJJMax, dRJJ_dRJJMin
 0.724,0.162,0.445, ptSumOther_ptJJMax, numHiggsLike_dijet_15_float
 0.678,0.109,0.293, ptSumOther_ptJJMax, ptSumOther_ptLeadOtherMax
 0.677,0.109,0.308, ptSumOther_ptJJMax, ptSumOther_ptAsymJJMin
 0.709,0.144,0.403, ptSumOther_ptJJMax, higgsLike_dijet_mass
 0.720,0.156,0.446, ptSumOther_ptJJMax, dRJJ_ptJJMax
 0.705,0.134,0.412, higgsLike_dijet_mass2, ptSumOther_etaJJMin
 0.703,0.132,0.401, higgsLike_dijet_mass2, ptSumOther_dPhiJJMin
 0.697,0.126,0.393, higgsLike_dijet_mass2, ptSumOther_dRJJMax
 0.695,0.127,0.397, higgsLike_dijet_mass2, ptSumOther_ptJJMin
 0.711,0.148,0.410, higgsLike_dijet_mass2, ptSumOther_mJJMin
 0.708,0.142,0.407, higgsLike_dijet_mass2, ptSumOther_pJJMax
 0.701,0.137,0.406, higgsLike_dijet_mass2, ptSumOther_pzJJMin
 0.701,0.137,0.406, higgsLike_dijet_mass2, ptSumOther_pzOtherMax
 0.703,0.134,0.409, higgsLike_dijet_mass2, ptSumOther_pJJMin
 0.704,0.137,0.394, higgsLike_dijet_mass2, ptSumOther_mOtherMin
 0.696,0.128,0.394, higgsLike_dijet_mass2, ptSumOther_etaOtherMax
 0.695,0.127,0.389, higgsLike_dijet_mass2, mOther_dEtaJJMax
 0.698,0.125,0.396, higgsLike_dijet_mass2, ptSumOther_ptOtherMin
 0.704,0.137,0.412, higgsLike_dijet_mass2, ptSumOther_dRJJMin
 0.717,0.148,0.439, higgsLike_dijet_mass2, ptLeadOther_sumPtJJMax
 0.717,0.148,0.439, higgsLike_dijet_mass2, ptLeadOther_ptSumOtherMin
 0.717,0.148,0.439, higgsLike_dijet_mass2, ptLeadOther_ptLeadOtherMin
 0.728,0.169,0.458, higgsLike_dijet_mass2, sumPtJJ_ptLeadOtherMax
 0.700,0.133,0.389, higgsLike_dijet_mass2, ptSumOther_mJJMax
 0.684,0.117,0.371, higgsLike_dijet_mass2, mOther_dRJJMax
 0.706,0.140,0.407, higgsLike_dijet_mass2, ptSumOther_pOtherMax
 0.681,0.124,0.404, higgsLike_dijet_mass2, min_dr_jets
 0.681,0.124,0.404, higgsLike_dijet_mass2, dRJJ_dRJJMin
 0.665,0.090,0.366, higgsLike_dijet_mass2, numHiggsLike_dijet_15_float
 0.705,0.137,0.414, higgsLike_dijet_mass2, ptSumOther_ptLeadOtherMax
 0.692,0.122,0.395, higgsLike_dijet_mass2, ptSumOther_ptAsymJJMin
 0.637,0.078,0.338, higgsLike_dijet_mass2, higgsLike_dijet_mass
 0.686,0.116,0.435, higgsLike_dijet_mass2, dRJJ_ptJJMax
 0.673,0.106,0.308, ptSumOther_etaJJMin, ptSumOther_dPhiJJMin
 0.667,0.102,0.303, ptSumOther_etaJJMin, ptSumOther_dRJJMax
 0.670,0.103,0.315, ptSumOther_etaJJMin, ptSumOther_ptJJMin
 0.672,0.106,0.310, ptSumOther_etaJJMin, ptSumOther_mJJMin
 0.679,0.110,0.316, ptSumOther_etaJJMin, ptSumOther_pJJMax
 0.662,0.103,0.298, ptSumOther_etaJJMin, ptSumOther_pzJJMin
 0.662,0.103,0.298, ptSumOther_etaJJMin, ptSumOther_pzOtherMax
 0.670,0.112,0.316, ptSumOther_etaJJMin, ptSumOther_pJJMin
 0.676,0.109,0.307, ptSumOther_etaJJMin, ptSumOther_mOtherMin
 0.666,0.101,0.303, ptSumOther_etaJJMin, ptSumOther_etaOtherMax
 0.677,0.115,0.322, ptSumOther_etaJJMin, mOther_dEtaJJMax
 0.671,0.100,0.316, ptSumOther_etaJJMin, ptSumOther_ptOtherMin
 0.667,0.107,0.310, ptSumOther_etaJJMin, ptSumOther_dRJJMin
 0.694,0.129,0.359, ptSumOther_etaJJMin, ptLeadOther_sumPtJJMax
 0.694,0.129,0.359, ptSumOther_etaJJMin, ptLeadOther_ptSumOtherMin
 0.694,0.129,0.359, ptSumOther_etaJJMin, ptLeadOther_ptLeadOtherMin
 0.687,0.121,0.341, ptSumOther_etaJJMin, sumPtJJ_ptLeadOtherMax
 0.674,0.104,0.301, ptSumOther_etaJJMin, ptSumOther_mJJMax
 0.680,0.116,0.326, ptSumOther_etaJJMin, mOther_dRJJMax
 0.672,0.110,0.308, ptSumOther_etaJJMin, ptSumOther_pOtherMax
 0.692,0.122,0.385, ptSumOther_etaJJMin, min_dr_jets
 0.692,0.122,0.385, ptSumOther_etaJJMin, dRJJ_dRJJMin
 0.713,0.147,0.437, ptSumOther_etaJJMin, numHiggsLike_dijet_15_float
 0.666,0.097,0.299, ptSumOther_etaJJMin, ptSumOther_ptLeadOtherMax
 0.668,0.104,0.311, ptSumOther_etaJJMin, ptSumOther_ptAsymJJMin
 0.692,0.121,0.393, ptSumOther_etaJJMin, higgsLike_dijet_mass
 0.718,0.152,0.453, ptSumOther_etaJJMin, dRJJ_ptJJMax
 0.663,0.094,0.288, ptSumOther_dPhiJJMin, ptSumOther_dRJJMax
 0.665,0.094,0.302, ptSumOther_dPhiJJMin, ptSumOther_ptJJMin
 0.666,0.098,0.299, ptSumOther_dPhiJJMin, ptSumOther_mJJMin
 0.671,0.108,0.301, ptSumOther_dPhiJJMin, ptSumOther_pJJMax
 0.669,0.101,0.302, ptSumOther_dPhiJJMin, ptSumOther_pzJJMin
 0.669,0.101,0.302, ptSumOther_dPhiJJMin, ptSumOther_pzOtherMax
 0.664,0.095,0.301, ptSumOther_dPhiJJMin, ptSumOther_pJJMin
 0.667,0.099,0.296, ptSumOther_dPhiJJMin, ptSumOther_mOtherMin
 0.665,0.097,0.290, ptSumOther_dPhiJJMin, ptSumOther_etaOtherMax
 0.674,0.109,0.309, ptSumOther_dPhiJJMin, mOther_dEtaJJMax
 0.664,0.095,0.296, ptSumOther_dPhiJJMin, ptSumOther_ptOtherMin
 0.665,0.101,0.305, ptSumOther_dPhiJJMin, ptSumOther_dRJJMin
 0.692,0.124,0.349, ptSumOther_dPhiJJMin, ptLeadOther_sumPtJJMax
 0.692,0.124,0.349, ptSumOther_dPhiJJMin, ptLeadOther_ptSumOtherMin
 0.692,0.124,0.349, ptSumOther_dPhiJJMin, ptLeadOther_ptLeadOtherMin
 0.686,0.117,0.332, ptSumOther_dPhiJJMin, sumPtJJ_ptLeadOtherMax
 0.668,0.095,0.291, ptSumOther_dPhiJJMin, ptSumOther_mJJMax
 0.676,0.106,0.317, ptSumOther_dPhiJJMin, mOther_dRJJMax
 0.670,0.100,0.303, ptSumOther_dPhiJJMin, ptSumOther_pOtherMax
 0.698,0.131,0.382, ptSumOther_dPhiJJMin, min_dr_jets
 0.698,0.131,0.382, ptSumOther_dPhiJJMin, dRJJ_dRJJMin
 0.710,0.141,0.421, ptSumOther_dPhiJJMin, numHiggsLike_dijet_15_float
 0.657,0.099,0.286, ptSumOther_dPhiJJMin, ptSumOther_ptLeadOtherMax
 0.660,0.093,0.295, ptSumOther_dPhiJJMin, ptSumOther_ptAsymJJMin
 0.692,0.120,0.382, ptSumOther_dPhiJJMin, higgsLike_dijet_mass
 0.717,0.149,0.447, ptSumOther_dPhiJJMin, dRJJ_ptJJMax
 0.661,0.095,0.298, ptSumOther_dRJJMax, ptSumOther_ptJJMin
 0.666,0.097,0.301, ptSumOther_dRJJMax, ptSumOther_mJJMin
 0.668,0.103,0.302, ptSumOther_dRJJMax, ptSumOther_pJJMax
 0.660,0.096,0.298, ptSumOther_dRJJMax, ptSumOther_pzJJMin
 0.660,0.096,0.298, ptSumOther_dRJJMax, ptSumOther_pzOtherMax
 0.663,0.099,0.305, ptSumOther_dRJJMax, ptSumOther_pJJMin
 0.663,0.097,0.284, ptSumOther_dRJJMax, ptSumOther_mOtherMin
 0.663,0.102,0.290, ptSumOther_dRJJMax, ptSumOther_etaOtherMax
 0.665,0.099,0.297, ptSumOther_dRJJMax, mOther_dEtaJJMax
 0.661,0.097,0.296, ptSumOther_dRJJMax, ptSumOther_ptOtherMin
 0.668,0.100,0.305, ptSumOther_dRJJMax, ptSumOther_dRJJMin
 0.683,0.116,0.339, ptSumOther_dRJJMax, ptLeadOther_sumPtJJMax
 0.683,0.116,0.339, ptSumOther_dRJJMax, ptLeadOther_ptSumOtherMin
 0.683,0.116,0.339, ptSumOther_dRJJMax, ptLeadOther_ptLeadOtherMin
 0.681,0.120,0.329, ptSumOther_dRJJMax, sumPtJJ_ptLeadOtherMax
 0.664,0.091,0.278, ptSumOther_dRJJMax, ptSumOther_mJJMax
 0.670,0.108,0.316, ptSumOther_dRJJMax, mOther_dRJJMax
 0.669,0.103,0.304, ptSumOther_dRJJMax, ptSumOther_pOtherMax
 0.693,0.125,0.379, ptSumOther_dRJJMax, min_dr_jets
 0.693,0.125,0.379, ptSumOther_dRJJMax, dRJJ_dRJJMin
 0.705,0.137,0.418, ptSumOther_dRJJMax, numHiggsLike_dijet_15_float
 0.662,0.105,0.288, ptSumOther_dRJJMax, ptSumOther_ptLeadOtherMax
 0.662,0.099,0.294, ptSumOther_dRJJMax, ptSumOther_ptAsymJJMin
 0.686,0.116,0.381, ptSumOther_dRJJMax, higgsLike_dijet_mass
 0.711,0.141,0.440, ptSumOther_dRJJMax, dRJJ_ptJJMax
 0.669,0.108,0.309, ptSumOther_ptJJMin, ptSumOther_mJJMin
 0.673,0.104,0.312, ptSumOther_ptJJMin, ptSumOther_pJJMax
 0.661,0.092,0.307, ptSumOther_ptJJMin, ptSumOther_pzJJMin
 0.661,0.092,0.307, ptSumOther_ptJJMin, ptSumOther_pzOtherMax
 0.663,0.104,0.313, ptSumOther_ptJJMin, ptSumOther_pJJMin
 0.672,0.103,0.303, ptSumOther_ptJJMin, ptSumOther_mOtherMin
 0.660,0.102,0.299, ptSumOther_ptJJMin, ptSumOther_etaOtherMax
 0.674,0.103,0.322, ptSumOther_ptJJMin, mOther_dEtaJJMax
 0.655,0.090,0.301, ptSumOther_ptJJMin, ptSumOther_ptOtherMin
 0.663,0.093,0.301, ptSumOther_ptJJMin, ptSumOther_dRJJMin
 0.687,0.128,0.360, ptSumOther_ptJJMin, ptLeadOther_sumPtJJMax
 0.687,0.128,0.360, ptSumOther_ptJJMin, ptLeadOther_ptSumOtherMin
 0.687,0.128,0.360, ptSumOther_ptJJMin, ptLeadOther_ptLeadOtherMin
 0.683,0.118,0.342, ptSumOther_ptJJMin, sumPtJJ_ptLeadOtherMax
 0.670,0.099,0.292, ptSumOther_ptJJMin, ptSumOther_mJJMax
 0.671,0.101,0.315, ptSumOther_ptJJMin, mOther_dRJJMax
 0.668,0.106,0.311, ptSumOther_ptJJMin, ptSumOther_pOtherMax
 0.682,0.116,0.376, ptSumOther_ptJJMin, min_dr_jets
 0.682,0.116,0.376, ptSumOther_ptJJMin, dRJJ_dRJJMin
 0.704,0.137,0.424, ptSumOther_ptJJMin, numHiggsLike_dijet_15_float
 0.655,0.091,0.288, ptSumOther_ptJJMin, ptSumOther_ptLeadOtherMax
 0.651,0.086,0.303, ptSumOther_ptJJMin, ptSumOther_ptAsymJJMin
 0.683,0.116,0.389, ptSumOther_ptJJMin, higgsLike_dijet_mass
 0.711,0.145,0.448, ptSumOther_ptJJMin, dRJJ_ptJJMax
 0.670,0.105,0.303, ptSumOther_mJJMin, ptSumOther_pJJMax
 0.668,0.105,0.300, ptSumOther_mJJMin, ptSumOther_pzJJMin
 0.668,0.105,0.300, ptSumOther_mJJMin, ptSumOther_pzOtherMax
 0.670,0.108,0.311, ptSumOther_mJJMin, ptSumOther_pJJMin
 0.676,0.109,0.300, ptSumOther_mJJMin, ptSumOther_mOtherMin
 0.666,0.107,0.303, ptSumOther_mJJMin, ptSumOther_etaOtherMax
 0.689,0.121,0.332, ptSumOther_mJJMin, mOther_dEtaJJMax
 0.668,0.106,0.308, ptSumOther_mJJMin, ptSumOther_ptOtherMin
 0.676,0.106,0.304, ptSumOther_mJJMin, ptSumOther_dRJJMin
 0.691,0.124,0.355, ptSumOther_mJJMin, ptLeadOther_sumPtJJMax
 0.691,0.124,0.355, ptSumOther_mJJMin, ptLeadOther_ptSumOtherMin
 0.691,0.124,0.355, ptSumOther_mJJMin, ptLeadOther_ptLeadOtherMin
 0.680,0.119,0.323, ptSumOther_mJJMin, sumPtJJ_ptLeadOtherMax
 0.675,0.107,0.296, ptSumOther_mJJMin, ptSumOther_mJJMax
 0.688,0.119,0.324, ptSumOther_mJJMin, mOther_dRJJMax
 0.673,0.105,0.301, ptSumOther_mJJMin, ptSumOther_pOtherMax
 0.695,0.126,0.380, ptSumOther_mJJMin, min_dr_jets
 0.695,0.126,0.380, ptSumOther_mJJMin, dRJJ_dRJJMin
 0.719,0.151,0.440, ptSumOther_mJJMin, numHiggsLike_dijet_15_float
 0.666,0.109,0.285, ptSumOther_mJJMin, ptSumOther_ptLeadOtherMax
 0.668,0.105,0.307, ptSumOther_mJJMin, ptSumOther_ptAsymJJMin
 0.702,0.135,0.401, ptSumOther_mJJMin, higgsLike_dijet_mass
 0.726,0.167,0.462, ptSumOther_mJJMin, dRJJ_ptJJMax
 0.669,0.103,0.304, ptSumOther_pJJMax, ptSumOther_pzJJMin
 0.669,0.103,0.304, ptSumOther_pJJMax, ptSumOther_pzOtherMax
 0.674,0.108,0.322, ptSumOther_pJJMax, ptSumOther_pJJMin
 0.669,0.107,0.295, ptSumOther_pJJMax, ptSumOther_mOtherMin
 0.670,0.100,0.300, ptSumOther_pJJMax, ptSumOther_etaOtherMax
 0.679,0.108,0.314, ptSumOther_pJJMax, mOther_dEtaJJMax
 0.672,0.105,0.310, ptSumOther_pJJMax, ptSumOther_ptOtherMin
 0.674,0.114,0.310, ptSumOther_pJJMax, ptSumOther_dRJJMin
 0.693,0.124,0.346, ptSumOther_pJJMax, ptLeadOther_sumPtJJMax
 0.693,0.124,0.346, ptSumOther_pJJMax, ptLeadOther_ptSumOtherMin
 0.693,0.124,0.346, ptSumOther_pJJMax, ptLeadOther_ptLeadOtherMin
 0.687,0.119,0.326, ptSumOther_pJJMax, sumPtJJ_ptLeadOtherMax
 0.673,0.105,0.294, ptSumOther_pJJMax, ptSumOther_mJJMax
 0.678,0.109,0.311, ptSumOther_pJJMax, mOther_dRJJMax
 0.677,0.115,0.315, ptSumOther_pJJMax, ptSumOther_pOtherMax
 0.698,0.132,0.382, ptSumOther_pJJMax, min_dr_jets
 0.698,0.132,0.382, ptSumOther_pJJMax, dRJJ_dRJJMin
 0.717,0.152,0.439, ptSumOther_pJJMax, numHiggsLike_dijet_15_float
 0.673,0.107,0.300, ptSumOther_pJJMax, ptSumOther_ptLeadOtherMax
 0.672,0.106,0.303, ptSumOther_pJJMax, ptSumOther_ptAsymJJMin
 0.695,0.130,0.389, ptSumOther_pJJMax, higgsLike_dijet_mass
 0.721,0.161,0.448, ptSumOther_pJJMax, dRJJ_ptJJMax
r):   ,Sepa-,Signifi- , ptSumOther_pzJJMin, ptSumOther_pzOtherMax
 0.660,0.099,0.307, ptSumOther_pzJJMin, ptSumOther_pJJMin
 0.671,0.102,0.297, ptSumOther_pzJJMin, ptSumOther_mOtherMin
 0.657,0.093,0.288, ptSumOther_pzJJMin, ptSumOther_etaOtherMax
 0.678,0.115,0.323, ptSumOther_pzJJMin, mOther_dEtaJJMax
 0.661,0.100,0.303, ptSumOther_pzJJMin, ptSumOther_ptOtherMin
 0.660,0.096,0.300, ptSumOther_pzJJMin, ptSumOther_dRJJMin
 0.685,0.119,0.346, ptSumOther_pzJJMin, ptLeadOther_sumPtJJMax
 0.685,0.119,0.346, ptSumOther_pzJJMin, ptLeadOther_ptSumOtherMin
 0.685,0.119,0.346, ptSumOther_pzJJMin, ptLeadOther_ptLeadOtherMin
 0.680,0.114,0.330, ptSumOther_pzJJMin, sumPtJJ_ptLeadOtherMax
 0.673,0.101,0.301, ptSumOther_pzJJMin, ptSumOther_mJJMax
 0.680,0.108,0.324, ptSumOther_pzJJMin, mOther_dRJJMax
 0.663,0.098,0.299, ptSumOther_pzJJMin, ptSumOther_pOtherMax
 0.688,0.119,0.381, ptSumOther_pzJJMin, min_dr_jets
 0.688,0.119,0.381, ptSumOther_pzJJMin, dRJJ_dRJJMin
 0.711,0.146,0.436, ptSumOther_pzJJMin, numHiggsLike_dijet_15_float
 0.656,0.090,0.281, ptSumOther_pzJJMin, ptSumOther_ptLeadOtherMax
 0.656,0.092,0.296, ptSumOther_pzJJMin, ptSumOther_ptAsymJJMin
 0.690,0.120,0.393, ptSumOther_pzJJMin, higgsLike_dijet_mass
 0.713,0.146,0.448, ptSumOther_pzJJMin, dRJJ_ptJJMax
 0.660,0.099,0.307, ptSumOther_pzOtherMax, ptSumOther_pJJMin
 0.671,0.102,0.297, ptSumOther_pzOtherMax, ptSumOther_mOtherMin
 0.657,0.093,0.288, ptSumOther_pzOtherMax, ptSumOther_etaOtherMax
 0.678,0.115,0.323, ptSumOther_pzOtherMax, mOther_dEtaJJMax
 0.661,0.100,0.303, ptSumOther_pzOtherMax, ptSumOther_ptOtherMin
 0.660,0.096,0.300, ptSumOther_pzOtherMax, ptSumOther_dRJJMin
 0.685,0.119,0.346, ptSumOther_pzOtherMax, ptLeadOther_sumPtJJMax
 0.685,0.119,0.346, ptSumOther_pzOtherMax, ptLeadOther_ptSumOtherMin
 0.685,0.119,0.346, ptSumOther_pzOtherMax, ptLeadOther_ptLeadOtherMin
 0.680,0.114,0.330, ptSumOther_pzOtherMax, sumPtJJ_ptLeadOtherMax
 0.673,0.101,0.301, ptSumOther_pzOtherMax, ptSumOther_mJJMax
 0.680,0.108,0.324, ptSumOther_pzOtherMax, mOther_dRJJMax
 0.663,0.098,0.299, ptSumOther_pzOtherMax, ptSumOther_pOtherMax
 0.688,0.119,0.381, ptSumOther_pzOtherMax, min_dr_jets
 0.688,0.119,0.381, ptSumOther_pzOtherMax, dRJJ_dRJJMin
 0.711,0.146,0.436, ptSumOther_pzOtherMax, numHiggsLike_dijet_15_float
 0.656,0.090,0.281, ptSumOther_pzOtherMax, ptSumOther_ptLeadOtherMax
 0.656,0.092,0.296, ptSumOther_pzOtherMax, ptSumOther_ptAsymJJMin
 0.690,0.120,0.393, ptSumOther_pzOtherMax, higgsLike_dijet_mass
 0.713,0.146,0.448, ptSumOther_pzOtherMax, dRJJ_ptJJMax
